"port_gap [cm]","torus_rad [cm]","wire_rad [cm]","Freq [GHz]","dB(St11) []"
0.1,2.15,0.1,2.049,-2.26260198290832
0.1,2.15,0.1,2.052,-2.29137079914589
0.1,2.15,0.1,2.055,-2.32049268970049
0.1,2.15,0.1,2.058,-2.34996987377347
0.1,2.15,0.1,2.061,-2.37980447246976
0.1,2.15,0.1,2.064,-2.40999850245624
0.1,2.15,0.1,2.067,-2.44055386938581
0.1,2.15,0.1,2.07,-2.47147236108231
0.1,2.15,0.1,2.073,-2.50275564048159
0.1,2.15,0.1,2.076,-2.53440523832407
0.1,2.15,0.1,2.079,-2.56642254559475
0.1,2.15,0.1,2.082,-2.59880880570619
0.1,2.15,0.1,2.085,-2.63156510642104
0.1,2.15,0.1,2.088,-2.66469237151024
0.1,2.15,0.1,2.091,-2.69819135214404
0.1,2.15,0.1,2.094,-2.7320626180129
0.1,2.15,0.1,2.097,-2.76630654817603
0.1,2.15,0.1,2.1,-2.80092332163565
0.1,2.15,0.1,2.103,-2.8359129076359
0.1,2.15,0.1,2.106,-2.87127505568553
0.1,2.15,0.1,2.109,-2.9070092853045
0.1,2.15,0.1,2.112,-2.94311487549518
0.1,2.15,0.1,2.115,-2.97959085393988
0.1,2.15,0.1,2.118,-3.01643598592685
0.1,2.15,0.1,2.121,-3.05364876300857
0.1,2.15,0.1,2.124,-3.09122739139646
0.1,2.15,0.1,2.127,-3.12916978009795
0.1,2.15,0.1,2.13,-3.16747352880254
0.1,2.15,0.1,2.133,-3.20613591552526
0.1,2.15,0.1,2.136,-3.24515388401718
0.1,2.15,0.1,2.139,-3.28452403095413
0.1,2.15,0.1,2.142,-3.32424259291674
0.1,2.15,0.1,2.145,-3.36430543317644
0.1,2.15,0.1,2.148,-3.40470802830414
0.1,2.15,0.1,2.151,-3.44544545462044
0.1,2.15,0.1,2.154,-3.48651237450818
0.1,2.15,0.1,2.157,-3.5279030226109
0.1,2.15,0.1,2.16,-3.56961119194276
0.1,2.15,0.1,2.163,-3.61163021993862
0.1,2.15,0.1,2.166,-3.65395297447545
0.1,2.15,0.1,2.169,-3.69657183989919
0.1,2.15,0.1,2.172,-3.73947870309453
0.1,2.15,0.1,2.175,-3.78266493963797
0.1,2.15,0.1,2.178,-3.82612140007818
0.1,2.15,0.1,2.181,-3.86983839639112
0.1,2.15,0.1,2.184,-3.91380568866091
0.1,2.15,0.1,2.187,-3.95801247204154
0.1,2.15,0.1,2.19,-4.00244736405798
0.1,2.15,0.1,2.193,-4.04709839230977
0.1,2.15,0.1,2.196,-4.0919529826437
0.1,2.15,0.1,2.199,-4.13699794786686
0.1,2.15,0.1,2.202,-4.18221947707514
0.1,2.15,0.1,2.205,-4.22760312567673
0.1,2.15,0.1,2.208,-4.27313380619423
0.1,2.15,0.1,2.211,-4.3187957799331
0.1,2.15,0.1,2.214,-4.36457264960839
0.1,2.15,0.1,2.217,-4.41044735302544
0.1,2.15,0.1,2.22,-4.456402157914
0.1,2.15,0.1,2.223,-4.5024186580188
0.1,2.15,0.1,2.226,-4.54847777055277
0.1,2.15,0.1,2.229,-4.59455973512186
0.1,2.15,0.1,2.232,-4.64064411423282
0.1,2.15,0.1,2.235,-4.68670979549747
0.1,2.15,0.1,2.238,-4.73273499564795
0.1,2.15,0.1,2.241,-4.77869726647819
0.1,2.15,0.1,2.244,-4.82457350282722
0.1,2.15,0.1,2.247,-4.8703399527182
0.1,2.15,0.1,2.25,-4.91597222976599
0.1,2.15,0.1,2.253,-4.96144532796297
0.1,2.15,0.1,2.256,-5.00673363894863
0.1,2.15,0.1,2.259,-5.05181097186396
0.1,2.15,0.1,2.262,-5.09665057588461
0.1,2.15,0.1,2.265,-5.14122516551966
0.1,2.15,0.1,2.268,-5.18550694875349
0.1,2.15,0.1,2.271,-5.22946765809751
0.1,2.15,0.1,2.274,-5.2730785846069
0.1,2.15,0.1,2.277,-5.31631061490337
0.1,2.15,0.1,2.28,-5.35913427123013
0.1,2.15,0.1,2.283,-5.4015197545484
0.1,2.15,0.1,2.286,-5.44343699066658
0.1,2.15,0.1,2.289,-5.48485567937337
0.1,2.15,0.1,2.292,-5.52574534652507
0.1,2.15,0.1,2.295,-5.5660753990149
0.1,2.15,0.1,2.298,-5.60581518252847
0.1,2.15,0.1,2.301,-5.64493404196486
0.1,2.15,0.1,2.304,-5.68340138437757
0.1,2.15,0.1,2.307,-5.72118674426322
0.1,2.15,0.1,2.31,-5.75825985099992
0.1,2.15,0.1,2.313,-5.79459069821042
0.1,2.15,0.1,2.316,-5.83014961479908
0.1,2.15,0.1,2.319,-5.86490733738633
0.1,2.15,0.1,2.322,-5.89883508383927
0.1,2.15,0.1,2.325,-5.93190462757377
0.1,2.15,0.1,2.328,-5.96408837228198
0.1,2.15,0.1,2.331,-5.99535942671902
0.1,2.15,0.1,2.334,-6.02569167916576
0.1,2.15,0.1,2.337,-6.05505987116996
0.1,2.15,0.1,2.34,-6.08343967015665
0.1,2.15,0.1,2.343,-6.11080774049074
0.1,2.15,0.1,2.346,-6.13714181257076
0.1,2.15,0.1,2.349,-6.16242074953219
0.1,2.15,0.1,2.352,-6.18662461114287
0.1,2.15,0.1,2.355,-6.20973471448108
0.1,2.15,0.1,2.358,-6.23173369099946
0.1,2.15,0.1,2.361,-6.25260553959477
0.1,2.15,0.1,2.364,-6.27233567532464
0.1,2.15,0.1,2.367,-6.29091097343765
0.1,2.15,0.1,2.37,-6.30831980841258
0.1,2.15,0.1,2.373,-6.32455208773514
0.1,2.15,0.1,2.376,-6.33959928017717
0.1,2.15,0.1,2.379,-6.35345443838177
0.1,2.15,0.1,2.382,-6.3661122156001
0.1,2.15,0.1,2.385,-6.37756887646824
0.1,2.15,0.1,2.388,-6.38782230175812
0.1,2.15,0.1,2.391,-6.39687198708153
0.1,2.15,0.1,2.394,-6.40471903557258
0.1,2.15,0.1,2.397,-6.41136614461927
0.1,2.15,0.1,2.4,-6.41681758675939
0.1,2.15,0.1,2.403,-6.42107918489916
0.1,2.15,0.1,2.406,-6.42415828205378
0.1,2.15,0.1,2.409,-6.42606370584784
0.1,2.15,0.1,2.412,-6.42680572804849
0.1,2.15,0.1,2.415,-6.42639601943688
0.1,2.15,0.1,2.418,-6.42484760035116
0.1,2.15,0.1,2.421,-6.42217478725913
0.1,2.15,0.1,2.424,-6.41839313573843
0.1,2.15,0.1,2.427,-6.41351938025837
0.1,2.15,0.1,2.43,-6.40757137116869
0.1,2.15,0.1,2.433,-6.40056800930819
0.1,2.15,0.1,2.436,-6.39252917864865
0.1,2.15,0.1,2.439,-6.383475677389
0.1,2.15,0.1,2.442,-6.37342914790902
0.1,2.15,0.1,2.445,-6.36241200598382
0.1,2.15,0.1,2.448,-6.35044736964825
0.1,2.15,0.1,2.451,-6.33755898808514
0.1,2.15,0.1,2.454,-6.32377117089407
0.1,2.15,0.1,2.457,-6.30910871807705
0.1,2.15,0.1,2.46,-6.293596851056
0.1,2.15,0.1,2.463,-6.27726114501293
0.1,2.15,0.1,2.466,-6.26012746281976
0.1,2.15,0.1,2.469,-6.24222189079871
0.1,2.15,0.1,2.472,-6.2235706765286
0.1,2.15,0.1,2.475,-6.20420016888606
0.1,2.15,0.1,2.478,-6.18413676048498
0.1,2.15,0.1,2.481,-6.1634068326517
0.1,2.15,0.1,2.484,-6.14203670304876
0.1,2.15,0.1,2.487,-6.12005257603594
0.1,2.15,0.1,2.49,-6.09748049583427
0.1,2.15,0.1,2.493,-6.07434630253718
0.1,2.15,0.1,2.496,-6.05067559099226
0.1,2.15,0.1,2.499,-6.02649367255824
0.1,2.15,0.1,2.502,-6.00182553972417
0.1,2.15,0.1,2.505,-5.97669583356214
0.1,2.15,0.1,2.508,-5.95112881396966
0.1,2.15,0.1,2.511,-5.92514833264597
0.1,2.15,0.1,2.514,-5.89877780873421
0.1,2.15,0.1,2.517,-5.87204020705205
0.1,2.15,0.1,2.52,-5.84495801882487
0.1,2.15,0.1,2.523,-5.81755324482818
0.1,2.15,0.1,2.526,-5.78984738084065
0.1,2.15,0.1,2.529,-5.76186140530415
0.1,2.15,0.1,2.532,-5.73361576908418
0.1,2.15,0.1,2.535,-5.70513038722129
0.1,2.15,0.1,2.538,-5.67642463256314
0.1,2.15,0.1,2.541,-5.64751733116603
0.1,2.15,0.1,2.544,-5.61842675935518
0.1,2.15,0.1,2.547,-5.5891706423339
0.1,2.15,0.1,2.55,-5.55976615423353
0.1,2.15,0.1,2.553,-5.53022991949827
0.1,2.15,0.1,2.556,-5.50057801550119
0.1,2.15,0.1,2.559,-5.47082597629133
0.1,2.15,0.1,2.562,-5.44098879737478
0.1,2.15,0.1,2.565,-5.41108094143623
0.1,2.15,0.1,2.568,-5.38111634491148
0.1,2.15,0.1,2.571,-5.3511084253253
0.1,2.15,0.1,2.574,-5.32107008931294
0.1,2.15,0.1,2.577,-5.2910137412481
0.1,2.15,0.1,2.58,-5.26095129240406
0.1,2.15,0.1,2.583,-5.23089417057882
0.1,2.15,0.1,2.586,-5.20085333011961
0.1,2.15,0.1,2.589,-5.17083926228569
0.1,2.15,0.1,2.592,-5.14086200589285
0.1,2.15,0.1,2.595,-5.1109311581865
0.1,2.15,0.1,2.598,-5.08105588589447
0.1,2.15,0.1,2.601,-5.05124493641384
0.1,2.15,0.1,2.604,-5.02150664908999
0.1,2.15,0.1,2.607,-4.99184896654933
0.1,2.15,0.1,2.61,-4.96227944605032
0.1,2.15,0.1,2.613,-4.93280527082063
0.1,2.15,0.1,2.616,-4.90343326135103
0.1,2.15,0.1,2.619,-4.87416988661959
0.1,2.15,0.1,2.622,-4.84502127522212
0.1,2.15,0.1,2.625,-4.8159932263875
0.1,2.15,0.1,2.628,-4.78709122085872
0.1,2.15,0.1,2.631,-4.7583204316226
0.1,2.15,0.1,2.634,-4.72968573447324
0.1,2.15,0.1,2.637,-4.70119171839619
0.1,2.15,0.1,2.64,-4.67284269576191
0.1,2.15,0.1,2.643,-4.64464271231891
0.1,2.15,0.1,2.646,-4.61659555697833
0.1,2.15,0.1,2.649,-4.58870477138313
0.1,2.15,0.1,2.652,-4.56097365925647
0.1,2.15,0.1,2.655,-4.53340529552477
0.1,2.15,0.1,2.658,-4.50600253521224
0.1,2.15,0.1,2.661,-4.47876802210459
0.1,2.15,0.1,2.664,-4.45170419718053
0.1,2.15,0.1,2.667,-4.42481330681023
0.1,2.15,0.1,2.67,-4.39809741072124
0.1,2.15,0.1,2.673,-4.37155838973231
0.1,2.15,0.1,2.676,-4.34519795325656
0.1,2.15,0.1,2.679,-4.31901764657607
0.1,2.15,0.1,2.682,-4.29301885789003
0.1,2.15,0.1,2.685,-4.26720282513928
0.1,2.15,0.1,2.688,-4.24157064261051
0.1,2.15,0.1,2.691,-4.21612326732342
0.1,2.15,0.1,2.694,-4.19086152520461
0.1,2.15,0.1,2.697,-4.16578611705224
0.1,2.15,0.1,2.7,-4.14089762429554
0.1,2.15,0.1,2.703,-4.11619651455358
0.1,2.15,0.1,2.706,-4.09168314699763
0.1,2.15,0.1,2.709,-4.06735777752195
0.1,2.15,0.1,2.712,-4.0432205637273
0.1,2.15,0.1,2.715,-4.01927156972232
0.1,2.15,0.1,2.718,-3.9955107707471
0.1,2.15,0.1,2.721,-3.97193805762415
0.1,2.15,0.1,2.724,-3.9485532410412
0.1,2.15,0.1,2.727,-3.92535605567088
0.1,2.15,0.1,2.73,-3.90234616413181
0.1,2.15,0.1,2.733,-3.87952316079611
0.1,2.15,0.1,2.736,-3.85688657544759
0.1,2.15,0.1,2.739,-3.83443587679576
0.1,2.15,0.1,2.742,-3.81217047584972
0.1,2.15,0.1,2.745,-3.79008972915678
0.1,2.15,0.1,2.748,-3.76819294191006
0.1,2.15,0.1,2.751,-3.74647937092942
0.1,2.15,0.1,2.754,-3.72494822751999
0.1,2.15,0.1,2.757,-3.7035986802125
0.1,2.15,0.1,2.76,-3.68242985738937
0.1,2.15,0.1,2.763,-3.6614408498006
0.1,2.15,0.1,2.766,-3.64063071297346
0.1,2.15,0.1,2.769,-3.61999846951945
0.1,2.15,0.1,2.772,-3.5995431113425
0.1,2.15,0.1,2.775,-3.57926360175195
0.1,2.15,0.1,2.778,-3.55915887748358
0.1,2.15,0.1,2.781,-3.53922785063241
0.1,2.15,0.1,2.784,-3.51946941050021
0.1,2.15,0.1,2.787,-3.49988242536127
0.1,2.15,0.1,2.79,-3.48046574414915
0.1,2.15,0.1,2.793,-3.46121819806771
0.1,2.15,0.1,2.796,-3.44213860212923
0.1,2.15,0.1,2.799,-3.42322575662228
0.1,2.15,0.1,2.802,-3.40447844851237
0.1,2.15,0.1,2.805,-3.38589545277771
0.1,2.15,0.1,2.808,-3.36747553368277
0.1,2.15,0.1,2.811,-3.34921744599215
0.1,2.15,0.1,2.814,-3.33111993612698
0.1,2.15,0.1,2.817,-3.3131817432663
0.1,2.15,0.1,2.82,-3.2954016003955
0.1,2.15,0.1,2.823,-3.27777823530411
0.1,2.15,0.1,2.826,-3.26031037153477
0.1,2.15,0.1,2.829,-3.24299672928568
0.1,2.15,0.1,2.832,-3.22583602626813
0.1,2.15,0.1,2.835,-3.20882697852115
0.1,2.15,0.1,2.838,-3.19196830118505
0.1,2.15,0.1,2.841,-3.17525870923544
0.1,2.15,0.1,2.844,-3.15869691817954
0.1,2.15,0.1,2.847,-3.14228164471619
0.1,2.15,0.1,2.85,-3.12601160736128
0.1,2.15,0.1,2.853,-3.10988552703992
0.1,2.15,0.1,2.856,-3.09390212764682
0.1,2.15,0.1,2.859,-3.07806013657627
0.1,2.15,0.1,2.862,-3.06235828522296
0.1,2.15,0.1,2.865,-3.04679530945497
0.1,2.15,0.1,2.868,-3.03136995006008
0.1,2.15,0.1,2.871,-3.01608095316658
0.1,2.15,0.1,2.874,-3.00092707063974
0.1,2.15,0.1,2.877,-2.98590706045494
0.1,2.15,0.1,2.88,-2.97101968704854
0.1,2.15,0.1,2.883,-2.95626372164748
0.1,2.15,0.1,2.886,-2.94163794257849
0.1,2.15,0.1,2.889,-2.92714113555797
0.1,2.15,0.1,2.892,-2.91277209396324
0.1,2.15,0.1,2.895,-2.89852961908616
0.1,2.15,0.1,2.898,-2.88441252036975
0.1,2.15,0.1,2.901,-2.87041961562883
0.1,2.15,0.1,2.904,-2.85654973125515
0.1,2.15,0.1,2.907,-2.84280170240792
0.1,2.15,0.1,2.91,-2.82917437319036
0.1,2.15,0.1,2.913,-2.81566659681289
0.1,2.15,0.1,2.916,-2.80227723574366
0.1,2.15,0.1,2.919,-2.78900516184694
0.1,2.15,0.1,2.922,-2.77584925651005
0.1,2.15,0.1,2.925,-2.76280841075929
0.1,2.15,0.1,2.928,-2.74988152536545
0.1,2.15,0.1,2.931,-2.73706751093939
0.1,2.15,0.1,2.934,-2.7243652880182
0.1,2.15,0.1,2.937,-2.71177378714243
0.1,2.15,0.1,2.94,-2.69929194892468
0.1,2.15,0.1,2.943,-2.68691872411031
0.1,2.15,0.1,2.946,-2.67465307363023
0.1,2.15,0.1,2.949,-2.6624939686466
0.1,2.15,0.1,2.952,-2.65044039059157
0.1,2.15,0.1,2.955,-2.63849133119939
0.1,2.15,0.1,2.958,-2.62664579253247
0.1,2.15,0.1,2.961,-2.61490278700144
0.1,2.15,0.1,2.964,-2.60326133737978
0.1,2.15,0.1,2.967,-2.59172047681307
0.1,2.15,0.1,2.97,-2.5802792488234
0.1,2.15,0.1,2.973,-2.56893670730906
0.1,2.15,0.1,2.976,-2.55769191653978
0.1,2.15,0.1,2.979,-2.5465439511479
0.1,2.15,0.1,2.982,-2.53549189611551
0.1,2.15,0.1,2.985,-2.52453484675802
0.1,2.15,0.1,2.988,-2.5136719087042
0.1,2.15,0.1,2.991,-2.50290219787299
0.1,2.15,0.1,2.994,-2.49222484044726
0.1,2.15,0.1,2.997,-2.48163897284477
0.1,2.15,0.1,3,-2.47114374168638
0.2,2.15,0.1,1.5,-0.308247637153436
0.2,2.15,0.1,1.503,-0.311001755233017
0.2,2.15,0.1,1.506,-0.313790077719739
0.2,2.15,0.1,1.509,-0.316613111402445
0.2,2.15,0.1,1.512,-0.319471369563499
0.2,2.15,0.1,1.515,-0.322365372086799
0.2,2.15,0.1,1.518,-0.3252956455674
0.2,2.15,0.1,1.521,-0.328262723422827
0.2,2.15,0.1,1.524,-0.331267146006059
0.2,2.15,0.1,1.527,-0.33430946072024
0.2,2.15,0.1,1.53,-0.337390222135075
0.2,2.15,0.1,1.533,-0.340509992105043
0.2,2.15,0.1,1.536,-0.343669339889335
0.2,2.15,0.1,1.539,-0.346868842273594
0.2,2.15,0.1,1.542,-0.35010908369351
0.2,2.15,0.1,1.545,-0.353390656360209
0.2,2.15,0.1,1.548,-0.356714160387541
0.2,2.15,0.1,1.551,-0.360080203921236
0.2,2.15,0.1,1.554,-0.363489403269964
0.2,2.15,0.1,1.557,-0.366942383038347
0.2,2.15,0.1,1.56,-0.370439776261905
0.2,2.15,0.1,1.563,-0.373982224543962
0.2,2.15,0.1,1.566,-0.377570378194583
0.2,2.15,0.1,1.569,-0.381204896371493
0.2,2.15,0.1,1.572,-0.384886447223041
0.2,2.15,0.1,1.575,-0.388615708033231
0.2,2.15,0.1,1.578,-0.392393365368823
0.2,2.15,0.1,1.581,-0.396220115228519
0.2,2.15,0.1,1.584,-0.400096663194291
0.2,2.15,0.1,1.587,-0.404023724584816
0.2,2.15,0.1,1.59,-0.408002024611078
0.2,2.15,0.1,1.593,-0.412032298534161
0.2,2.15,0.1,1.596,-0.41611529182518
0.2,2.15,0.1,1.599,-0.420251760327474
0.2,2.15,0.1,1.602,-0.424442470420973
0.2,2.15,0.1,1.605,-0.428688199188855
0.2,2.15,0.1,1.608,-0.432989734586392
0.2,2.15,0.1,1.611,-0.437347875612116
0.2,2.15,0.1,1.614,-0.441763432481228
0.2,2.15,0.1,1.617,-0.446237226801317
0.2,2.15,0.1,1.62,-0.450770091750374
0.2,2.15,0.1,1.623,-0.455362872257098
0.2,2.15,0.1,1.626,-0.460016425183573
0.2,2.15,0.1,1.629,-0.464731619510193
0.2,2.15,0.1,1.632,-0.469509336522995
0.2,2.15,0.1,1.635,-0.474350470003284
0.2,2.15,0.1,1.638,-0.479255926419602
0.2,2.15,0.1,1.641,-0.484226625122059
0.2,2.15,0.1,1.644,-0.489263498538972
0.2,2.15,0.1,1.647,-0.494367492375871
0.2,2.15,0.1,1.65,-0.499539565816821
0.2,2.15,0.1,1.653,-0.504780691728078
0.2,2.15,0.1,1.656,-0.510091856864055
0.2,2.15,0.1,1.659,-0.515474062075615
0.2,2.15,0.1,1.662,-0.520928322520629
0.2,2.15,0.1,1.665,-0.526455667876844
0.2,2.15,0.1,1.668,-0.532057142556994
0.2,2.15,0.1,1.671,-0.537733805926146
0.2,2.15,0.1,1.674,-0.543486732521271
0.2,2.15,0.1,1.677,-0.549317012273004
0.2,2.15,0.1,1.68,-0.555225750729557
0.2,2.15,0.1,1.683,-0.561214069282736
0.2,2.15,0.1,1.686,-0.567283105396079
0.2,2.15,0.1,1.689,-0.573434012835007
0.2,2.15,0.1,1.692,-0.579667961898981
0.2,2.15,0.1,1.695,-0.585986139655606
0.2,2.15,0.1,1.698,-0.592389750176627
0.2,2.15,0.1,1.701,-0.59888001477575
0.2,2.15,0.1,1.704,-0.605458172248249
0.2,2.15,0.1,1.707,-0.612125479112243
0.2,2.15,0.1,1.71,-0.618883209851619
0.2,2.15,0.1,1.713,-0.625732657160489
0.2,2.15,0.1,1.716,-0.632675132189119
0.2,2.15,0.1,1.719,-0.63971196479117
0.2,2.15,0.1,1.722,-0.646844503772273
0.2,2.15,0.1,1.725,-0.654074117139714
0.2,2.15,0.1,1.728,-0.661402192353167
0.2,2.15,0.1,1.731,-0.668830136576365
0.2,2.15,0.1,1.734,-0.676359376929556
0.2,2.15,0.1,1.737,-0.683991360742602
0.2,2.15,0.1,1.74,-0.691727555808618
0.2,2.15,0.1,1.743,-0.699569450637936
0.2,2.15,0.1,1.746,-0.707518554712279
0.2,2.15,0.1,1.749,-0.715576398738938
0.2,2.15,0.1,1.752,-0.723744534904802
0.2,2.15,0.1,1.755,-0.732024537129994
0.2,2.15,0.1,1.758,-0.740418001320978
0.2,2.15,0.1,1.761,-0.748926545622844
0.2,2.15,0.1,1.764,-0.757551810670594
0.2,2.15,0.1,1.767,-0.766295459839164
0.2,2.15,0.1,1.77,-0.775159179491944
0.2,2.15,0.1,1.773,-0.784144679227488
0.2,2.15,0.1,1.776,-0.793253692124172
0.2,2.15,0.1,1.779,-0.802487974982487
0.2,2.15,0.1,1.782,-0.811849308564633
0.2,2.15,0.1,1.785,-0.821339497831121
0.2,2.15,0.1,1.788,-0.830960372173988
0.2,2.15,0.1,1.791,-0.840713785646304
0.2,2.15,0.1,1.794,-0.85060161718757
0.2,2.15,0.1,1.797,-0.86062577084458
0.2,2.15,0.1,1.8,-0.870788175987375
0.2,2.15,0.1,1.803,-0.881090787519792
0.2,2.15,0.1,1.806,-0.891535586084195
0.2,2.15,0.1,1.809,-0.902124578259841
0.2,2.15,0.1,1.812,-0.912859796754439
0.2,2.15,0.1,1.815,-0.923743300588308
0.2,2.15,0.1,1.818,-0.934777175270618
0.2,2.15,0.1,1.821,-0.94596353296709
0.2,2.15,0.1,1.824,-0.957304512658586
0.2,2.15,0.1,1.827,-0.968802280289918
0.2,2.15,0.1,1.83,-0.980459028908203
0.2,2.15,0.1,1.833,-0.992276978790103
0.2,2.15,0.1,1.836,-1.00425837755717
0.2,2.15,0.1,1.839,-1.01640550027857
0.2,2.15,0.1,1.842,-1.02872064956039
0.2,2.15,0.1,1.845,-1.04120615562066
0.2,2.15,0.1,1.848,-1.05386437634925
0.2,2.15,0.1,1.851,-1.06669769735176
0.2,2.15,0.1,1.854,-1.07970853197644
0.2,2.15,0.1,1.857,-1.09289932132311
0.2,2.15,0.1,1.86,-1.10627253423313
0.2,2.15,0.1,1.863,-1.11983066725937
0.2,2.15,0.1,1.866,-1.13357624461491
0.2,2.15,0.1,1.869,-1.14751181809955
0.2,2.15,0.1,1.872,-1.16163996700275
0.2,2.15,0.1,1.875,-1.17596329798178
0.2,2.15,0.1,1.878,-1.19048444491385
0.2,2.15,0.1,1.881,-1.20520606872083
0.2,2.15,0.1,1.884,-1.22013085716504
0.2,2.15,0.1,1.887,-1.2352615246149
0.2,2.15,0.1,1.89,-1.25060081177861
0.2,2.15,0.1,1.893,-1.2661514854046
0.2,2.15,0.1,1.896,-1.28191633794682
0.2,2.15,0.1,1.899,-1.29789818719342
0.2,2.15,0.1,1.902,-1.3140998758568
0.2,2.15,0.1,1.905,-1.33052427112353
0.2,2.15,0.1,1.908,-1.34717426416182
0.2,2.15,0.1,1.911,-1.36405276958505
0.2,2.15,0.1,1.914,-1.3811627248689
0.2,2.15,0.1,1.917,-1.39850708972019
0.2,2.15,0.1,1.92,-1.41608884539527
0.2,2.15,0.1,1.923,-1.43391099396554
0.2,2.15,0.1,1.926,-1.45197655752787
0.2,2.15,0.1,1.929,-1.4702885773575
0.2,2.15,0.1,1.932,-1.48885011300084
0.2,2.15,0.1,1.935,-1.50766424130567
0.2,2.15,0.1,1.938,-1.52673405538596
0.2,2.15,0.1,1.941,-1.54606266351867
0.2,2.15,0.1,1.944,-1.56565318796953
0.2,2.15,0.1,1.947,-1.58550876374503
0.2,2.15,0.1,1.95,-1.60563253726734
0.2,2.15,0.1,1.953,-1.62602766496933
0.2,2.15,0.1,1.956,-1.64669731180614
0.2,2.15,0.1,1.959,-1.66764464968023
0.2,2.15,0.1,1.962,-1.68887285577635
0.2,2.15,0.1,1.965,-1.71038511080286
0.2,2.15,0.1,1.968,-1.73218459713598
0.2,2.15,0.1,1.971,-1.75427449686292
0.2,2.15,0.1,1.974,-1.77665798972036
0.2,2.15,0.1,1.977,-1.79933825092418
0.2,2.15,0.1,1.98,-1.82231844888638
0.2,2.15,0.1,1.983,-1.84560174281516
0.2,2.15,0.1,1.986,-1.86919128019376
0.2,2.15,0.1,1.989,-1.89309019413387
0.2,2.15,0.1,1.992,-1.91730160059903
0.2,2.15,0.1,1.995,-1.94182859549345
0.2,2.15,0.1,1.998,-1.96667425161177
0.2,2.15,0.1,2.001,-1.99184161544473
0.2,2.15,0.1,2.004,-2.01733370383615
0.2,2.15,0.1,2.007,-2.04315350048618
0.2,2.15,0.1,2.01,-2.06930395229568
0.2,2.15,0.1,2.013,-2.0957879655468
0.2,2.15,0.1,2.016,-2.12260840191449
0.2,2.15,0.1,2.019,-2.14976807430357
0.2,2.15,0.1,2.022,-2.1772697425062
0.2,2.15,0.1,2.025,-2.20511610867422
0.2,2.15,0.1,2.028,-2.23330981260087
0.2,2.15,0.1,2.031,-2.26185342680663
0.2,2.15,0.1,2.034,-2.29074945142333
0.2,2.15,0.1,2.037,-2.32000030887123
0.2,2.15,0.1,2.04,-2.34960833832337
0.2,2.15,0.1,2.043,-2.37957578995173
0.2,2.15,0.1,2.046,-2.40990481894953
0.2,2.15,0.1,2.049,-2.44059747932444
0.2,2.15,0.1,2.052,-2.47165571745684
0.2,2.15,0.1,2.055,-2.50308136541824
0.2,2.15,0.1,2.058,-2.53487613404427
0.2,2.15,0.1,2.061,-2.56704160575729
0.2,2.15,0.1,2.064,-2.59957922713345
0.2,2.15,0.1,2.067,-2.63249030120973
0.2,2.15,0.1,2.07,-2.66577597952603
0.2,2.15,0.1,2.073,-2.69943725389829
0.2,2.15,0.1,2.076,-2.73347494791833
0.2,2.15,0.1,2.079,-2.76788970817707
0.2,2.15,0.1,2.082,-2.80268199520736
0.2,2.15,0.1,2.085,-2.83785207414411
0.2,2.15,0.1,2.088,-2.87340000509866
0.2,2.15,0.1,2.091,-2.90932563324614
0.2,2.15,0.1,2.094,-2.94562857862412
0.2,2.15,0.1,2.097,-2.98230822564221
0.2,2.15,0.1,2.1,-3.01936371230252
0.2,2.15,0.1,2.103,-3.05679391913229
0.2,2.15,0.1,2.106,-3.09459745783007
0.2,2.15,0.1,2.109,-3.13277265962871
0.2,2.15,0.1,2.112,-3.17131756337872
0.2,2.15,0.1,2.115,-3.21022990335736
0.2,2.15,0.1,2.118,-3.24950709680953
0.2,2.15,0.1,2.121,-3.28914623122837
0.2,2.15,0.1,2.124,-3.32914405138474
0.2,2.15,0.1,2.127,-3.36949694611639
0.2,2.15,0.1,2.13,-3.4102009348894
0.2,2.15,0.1,2.133,-3.45125165414646
0.2,2.15,0.1,2.136,-3.49264434345835
0.2,2.15,0.1,2.139,-3.53437383149733
0.2,2.15,0.1,2.142,-3.57643452185349
0.2,2.15,0.1,2.145,-3.61882037871732
0.2,2.15,0.1,2.148,-3.6615249124548
0.2,2.15,0.1,2.151,-3.70454116510369
0.2,2.15,0.1,2.154,-3.74786169582299
0.2,2.15,0.1,2.157,-3.79147856633049
0.2,2.15,0.1,2.16,-3.83538332636659
0.2,2.15,0.1,2.163,-3.87956699922634
0.2,2.15,0.1,2.166,-3.92402006740481
0.2,2.15,0.1,2.169,-3.96873245840518
0.2,2.15,0.1,2.172,-4.01369353076251
0.2,2.15,0.1,2.175,-4.05889206034053
0.2,2.15,0.1,2.178,-4.10431622696281
0.2,2.15,0.1,2.181,-4.14995360144423
0.2,2.15,0.1,2.184,-4.19579113309293
0.2,2.15,0.1,2.187,-4.24181513775773
0.2,2.15,0.1,2.19,-4.28801128650031
0.2,2.15,0.1,2.193,-4.33436459497638
0.2,2.15,0.1,2.196,-4.38085941361453
0.2,2.15,0.1,2.199,-4.42747941868618
0.2,2.15,0.1,2.202,-4.47420760436441
0.2,2.15,0.1,2.205,-4.52102627587407
0.2,2.15,0.1,2.208,-4.56791704383964
0.2,2.15,0.1,2.211,-4.61486081994123
0.2,2.15,0.1,2.214,-4.66183781399306
0.2,2.15,0.1,2.217,-4.70882753256168
