"port_gap [cm]","torus_rad [cm]","wire_rad [cm]","Freq [GHz]","dB(St11) []"
0.04,2.15,0.1,1.671,-0.504879551359655
0.04,2.15,0.1,1.674,-0.510163143463262
0.04,2.15,0.1,1.677,-0.515514269265598
0.04,2.15,0.1,1.68,-0.520933878400665
0.04,2.15,0.1,1.683,-0.526422934971786
0.04,2.15,0.1,1.686,-0.531982417760558
0.04,2.15,0.1,1.689,-0.537613320437935
0.04,2.15,0.1,1.692,-0.543316651777469
0.04,2.15,0.1,1.695,-0.549093435870656
0.04,2.15,0.1,1.698,-0.554944712344349
0.04,2.15,0.1,1.701,-0.560871536580201
0.04,2.15,0.1,1.704,-0.56687497993611
0.04,2.15,0.1,1.707,-0.572956129969616
0.04,2.15,0.1,1.71,-0.579116090663173
0.04,2.15,0.1,1.713,-0.585355982651276
0.04,2.15,0.1,1.716,-0.591676943449379
0.04,2.15,0.1,1.719,-0.598080127684514
0.04,2.15,0.1,1.722,-0.604566707327585
0.04,2.15,0.1,1.725,-0.611137871927199
0.04,2.15,0.1,1.728,-0.617794828845029
0.04,2.15,0.1,1.731,-0.624538803492571
0.04,2.15,0.1,1.734,-0.631371039569207
0.04,2.15,0.1,1.737,-0.638292799301516
0.04,2.15,0.1,1.74,-0.645305363683657
0.04,2.15,0.1,1.743,-0.652410032718778
0.04,2.15,0.1,1.746,-0.659608125661312
0.04,2.15,0.1,1.749,-0.666900981259988
0.04,2.15,0.1,1.752,-0.6742899580015
0.04,2.15,0.1,1.755,-0.681776434354615
0.04,2.15,0.1,1.758,-0.689361809014615
0.04,2.15,0.1,1.761,-0.697047501147886
0.04,2.15,0.1,1.764,-0.704834950636501
0.04,2.15,0.1,1.767,-0.712725618322573
0.04,2.15,0.1,1.77,-0.720720986252267
0.04,2.15,0.1,1.773,-0.728822557919151
0.04,2.15,0.1,1.776,-0.737031858506788
0.04,2.15,0.1,1.779,-0.745350435130258
0.04,2.15,0.1,1.782,-0.753779857076406
0.04,2.15,0.1,1.785,-0.762321716042557
0.04,2.15,0.1,1.788,-0.770977626373433
0.04,2.15,0.1,1.791,-0.779749225295988
0.04,2.15,0.1,1.794,-0.788638173151848
0.04,2.15,0.1,1.797,-0.797646153627106
0.04,2.15,0.1,1.8,-0.80677487397905
0.04,2.15,0.1,1.803,-0.816026065259571
0.04,2.15,0.1,1.806,-0.825401482534835
0.04,2.15,0.1,1.809,-0.834902905100858
0.04,2.15,0.1,1.812,-0.844532136694595
0.04,2.15,0.1,1.815,-0.854291005700091
0.04,2.15,0.1,1.818,-0.864181365349325
0.04,2.15,0.1,1.821,-0.874205093917191
0.04,2.15,0.1,1.824,-0.884364094910247
0.04,2.15,0.1,1.827,-0.894660297248625
0.04,2.15,0.1,1.83,-0.905095655440658
0.04,2.15,0.1,1.833,-0.915672149749614
0.04,2.15,0.1,1.836,-0.926391786352002
0.04,2.15,0.1,1.839,-0.937256597486824
0.04,2.15,0.1,1.842,-0.948268641595156
0.04,2.15,0.1,1.845,-0.959430003449389
0.04,2.15,0.1,1.848,-0.970742794271447
0.04,2.15,0.1,1.851,-0.982209151839275
0.04,2.15,0.1,1.854,-0.993831240580828
0.04,2.15,0.1,1.857,-1.00561125165481
0.04,2.15,0.1,1.86,-1.01755140301729
0.04,2.15,0.1,1.863,-1.02965393947343
0.04,2.15,0.1,1.866,-1.04192113271338
0.04,2.15,0.1,1.869,-1.05435528133137
0.04,2.15,0.1,1.872,-1.0669587108272
0.04,2.15,0.1,1.875,-1.07973377358891
0.04,2.15,0.1,1.878,-1.09268284885582
0.04,2.15,0.1,1.881,-1.10580834266061
0.04,2.15,0.1,1.884,-1.11911268774951
0.04,2.15,0.1,1.887,-1.13259834347932
0.04,2.15,0.1,1.89,-1.14626779569013
0.04,2.15,0.1,1.893,-1.16012355655228
0.04,2.15,0.1,1.896,-1.17416816438649
0.04,2.15,0.1,1.899,-1.18840418345562
0.04,2.15,0.1,1.902,-1.20283420372669
0.04,2.15,0.1,1.905,-1.21746084060167
0.04,2.15,0.1,1.908,-1.23228673461558
0.04,2.15,0.1,1.911,-1.24731455110012
0.04,2.15,0.1,1.914,-1.26254697981147
0.04,2.15,0.1,1.917,-1.27798673452026
0.04,2.15,0.1,1.92,-1.29363655256213
0.04,2.15,0.1,1.923,-1.30949919434701
0.04,2.15,0.1,1.926,-1.32557744282513
0.04,2.15,0.1,1.929,-1.34187410290795
0.04,2.15,0.1,1.932,-1.35839200084178
0.04,2.15,0.1,1.935,-1.37513398353219
0.04,2.15,0.1,1.938,-1.39210291781689
0.04,2.15,0.1,1.941,-1.40930168968489
0.04,2.15,0.1,1.944,-1.42673320343963
0.04,2.15,0.1,1.947,-1.44440038080361
0.04,2.15,0.1,1.95,-1.46230615996213
0.04,2.15,0.1,1.953,-1.48045349454353
0.04,2.15,0.1,1.956,-1.49884535253333
0.04,2.15,0.1,1.959,-1.51748471511954
0.04,2.15,0.1,1.962,-1.53637457546629
0.04,2.15,0.1,1.965,-1.55551793741301
0.04,2.15,0.1,1.968,-1.57491781409608
0.04,2.15,0.1,1.971,-1.59457722648998
0.04,2.15,0.1,1.974,-1.61449920186474
0.04,2.15,0.1,1.977,-1.63468677215653
0.04,2.15,0.1,1.98,-1.65514297224797
0.04,2.15,0.1,1.983,-1.67587083815493
0.04,2.15,0.1,1.986,-1.69687340511616
0.04,2.15,0.1,1.989,-1.71815370558223
0.04,2.15,0.1,1.992,-1.73971476710021
0.04,2.15,0.1,1.995,-1.76155961009022
0.04,2.15,0.1,1.998,-1.78369124551002
0.04,2.15,0.1,2.001,-1.80611267240386
0.04,2.15,0.1,2.004,-1.82882687533135
0.04,2.15,0.1,2.007,-1.85183682167253
0.04,2.15,0.1,2.01,-1.87514545880475
0.04,2.15,0.1,2.013,-1.89875571114728
0.04,2.15,0.1,2.016,-1.9226704770692
0.04,2.15,0.1,2.019,-1.94689262565634
0.04,2.15,0.1,2.022,-1.97142499333265
0.04,2.15,0.1,2.025,-1.99627038033167
0.04,2.15,0.1,2.028,-2.02143154701331
0.04,2.15,0.1,2.031,-2.0469112100216
0.04,2.15,0.1,2.034,-2.07271203827846
0.04,2.15,0.1,2.037,-2.09883664880907
0.04,2.15,0.1,2.04,-2.12528760239387
0.04,2.15,0.1,2.043,-2.15206739904266
0.04,2.15,0.1,2.046,-2.17917847328587
0.04,2.15,0.1,2.049,-2.20662318927848
0.04,2.15,0.1,2.052,-2.23440383571157
0.04,2.15,0.1,2.055,-2.26252262052711
0.04,2.15,0.1,2.058,-2.29098166543114
0.04,2.15,0.1,2.061,-2.31978300020084
0.04,2.15,0.1,2.064,-2.34892855678091
0.04,2.15,0.1,2.067,-2.37842016316499
0.04,2.15,0.1,2.07,-2.40825953705765
0.04,2.15,0.1,2.073,-2.43844827931305
0.04,2.15,0.1,2.076,-2.46898786714598
0.04,2.15,0.1,2.079,-2.49987964711186
0.04,2.15,0.1,2.082,-2.53112482785185
0.04,2.15,0.1,2.085,-2.56272447260007
0.04,2.15,0.1,2.088,-2.59467949144957
0.04,2.15,0.1,2.091,-2.62699063337477
0.04,2.15,0.1,2.094,-2.65965847800783
0.04,2.15,0.1,2.097,-2.69268342716716
0.04,2.15,0.1,2.1,-2.72606569613653
0.04,2.15,0.1,2.103,-2.75980530469409
0.04,2.15,0.1,2.106,-2.79390206789062
0.04,2.15,0.1,2.109,-2.82835558657765
0.04,2.15,0.1,2.112,-2.8631652376859
0.04,2.15,0.1,2.115,-2.89833016425619
0.04,2.15,0.1,2.118,-2.93384926522492
0.04,2.15,0.1,2.121,-2.96972118496769
0.04,2.15,0.1,2.124,-3.00594430260515
0.04,2.15,0.1,2.127,-3.04251672107665
0.04,2.15,0.1,2.13,-3.07943625598785
0.04,2.15,0.1,2.133,-3.11670042424017
0.04,2.15,0.1,2.136,-3.15430643245084
0.04,2.15,0.1,2.139,-3.19225116517397
0.04,2.15,0.1,2.142,-3.2305311729344
0.04,2.15,0.1,2.145,-3.26914266008774
0.04,2.15,0.1,2.148,-3.3080814725218
0.04,2.15,0.1,2.151,-3.34734308521622
0.04,2.15,0.1,2.154,-3.38692258967925
0.04,2.15,0.1,2.157,-3.42681468128258
0.04,2.15,0.1,2.16,-3.46701364651739
0.04,2.15,0.1,2.163,-3.50751335019692
0.04,2.15,0.1,2.166,-3.54830722263339
0.04,2.15,0.1,2.169,-3.58938824681983
0.04,2.15,0.1,2.172,-3.63074894564966
0.04,2.15,0.1,2.175,-3.67238136920998
0.04,2.15,0.1,2.178,-3.71427708218742
0.04,2.15,0.1,2.181,-3.75642715142827
0.04,2.15,0.1,2.184,-3.79882213369789
0.04,2.15,0.1,2.187,-3.84145206368777
0.04,2.15,0.1,2.19,-3.88430644232161
0.04,2.15,0.1,2.193,-3.92737422541563
0.04,2.15,0.1,2.196,-3.97064381275158
0.04,2.15,0.1,2.199,-4.01410303762459
0.04,2.15,0.1,2.202,-4.05773915693139
0.04,2.15,0.1,2.205,-4.10153884186848
0.04,2.15,0.1,2.208,-4.14548816931285
0.04,2.15,0.1,2.211,-4.18957261396191
0.04,2.15,0.1,2.214,-4.23377704131242
0.04,2.15,0.1,2.217,-4.27808570156182
0.04,2.15,0.1,2.22,-4.32248222451841
0.04,2.15,0.1,2.223,-4.3669496156099
0.04,2.15,0.1,2.226,-4.41147025308276
0.04,2.15,0.1,2.229,-4.45602588648714
0.04,2.15,0.1,2.232,-4.50059763654429
0.04,2.15,0.1,2.235,-4.54516599649526
0.04,2.15,0.1,2.238,-4.58971083503093
0.04,2.15,0.1,2.241,-4.63421140090386
0.04,2.15,0.1,2.244,-4.67864632932323
0.04,2.15,0.1,2.247,-4.72299365023278
0.04,2.15,0.1,2.25,-4.767230798571
0.04,2.15,0.1,2.253,-4.81133462661065
0.04,2.15,0.1,2.256,-4.85528141847125
0.04,2.15,0.1,2.259,-4.89904690689486
0.04,2.15,0.1,2.262,-4.94260629236996
0.04,2.15,0.1,2.265,-4.98593426468252
0.04,2.15,0.1,2.268,-5.02900502696604
0.04,2.15,0.1,2.271,-5.0717923223136
0.04,2.15,0.1,2.274,-5.11426946300594
0.04,2.15,0.1,2.277,-5.15640936239796
0.04,2.15,0.1,2.28,-5.19818456949416
0.04,2.15,0.1,2.283,-5.23956730622991
0.04,2.15,0.1,2.286,-5.28052950746061
0.04,2.15,0.1,2.289,-5.32104286364445
0.04,2.15,0.1,2.292,-5.36107886618761
0.04,2.15,0.1,2.295,-5.40060885540173
0.04,2.15,0.1,2.298,-5.4396040710044
0.04,2.15,0.1,2.301,-5.47803570507257
0.04,2.15,0.1,2.304,-5.51587495733789
0.04,2.15,0.1,2.307,-5.55309309269068
0.04,2.15,0.1,2.31,-5.58966150073722
0.04,2.15,0.1,2.313,-5.62555175723236
0.04,2.15,0.1,2.316,-5.66073568718683
0.04,2.15,0.1,2.319,-5.69518542942634
0.04,2.15,0.1,2.322,-5.72887350235808
0.04,2.15,0.1,2.325,-5.76177287067874
0.04,2.15,0.1,2.328,-5.79385701273899
0.04,2.15,0.1,2.331,-5.82509998826069
0.04,2.15,0.1,2.334,-5.85547650608633
0.04,2.15,0.1,2.337,-5.88496199162615
0.04,2.15,0.1,2.34,-5.91353265365572
0.04,2.15,0.1,2.343,-5.94116555010732
0.04,2.15,0.1,2.346,-5.96783865249199
0.04,2.15,0.1,2.349,-5.99353090858521
0.04,2.15,0.1,2.352,-6.01822230300912
0.04,2.15,0.1,2.355,-6.04189391534743
0.04,2.15,0.1,2.358,-6.06452797543572
0.04,2.15,0.1,2.361,-6.08610791548052
0.04,2.15,0.1,2.364,-6.1066184186745
0.04,2.15,0.1,2.367,-6.12604546399264
0.04,2.15,0.1,2.37,-6.14437636687555
0.04,2.15,0.1,2.373,-6.1615998155306
0.04,2.15,0.1,2.376,-6.17770590260875
0.04,2.15,0.1,2.379,-6.19268615204586
0.04,2.15,0.1,2.382,-6.20653354088956
0.04,2.15,0.1,2.385,-6.21924251596835
0.04,2.15,0.1,2.388,-6.23080900529578
0.04,2.15,0.1,2.391,-6.24123042414104
0.04,2.15,0.1,2.394,-6.25050567573573
0.04,2.15,0.1,2.397,-6.25863514662607
0.04,2.15,0.1,2.4,-6.26562069671842
0.04,2.15,0.1,2.403,-6.27146564410486
0.04,2.15,0.1,2.406,-6.2761747447923
0.04,2.15,0.1,2.409,-6.27975416749472
0.04,2.15,0.1,2.412,-6.28221146368159
0.04,2.15,0.1,2.415,-6.28355553310707
0.04,2.15,0.1,2.418,-6.28379658507317
0.04,2.15,0.1,2.421,-6.28294609570567
0.04,2.15,0.1,2.424,-6.28101676154417
0.04,2.15,0.1,2.427,-6.27802244976645
0.04,2.15,0.1,2.43,-6.27397814538311
0.04,2.15,0.1,2.433,-6.26889989574988
0.04,2.15,0.1,2.436,-6.26280475275356
0.04,2.15,0.1,2.439,-6.25571071303214
0.04,2.15,0.1,2.442,-6.24763665659056
0.04,2.15,0.1,2.445,-6.23860228417161
0.04,2.15,0.1,2.448,-6.228628053736
0.04,2.15,0.1,2.451,-6.21773511639726
0.04,2.15,0.1,2.454,-6.20594525214601
0.04,2.15,0.1,2.457,-6.19328080568492
0.04,2.15,0.1,2.46,-6.17976462267966
0.04,2.15,0.1,2.463,-6.16541998671396
0.04,2.15,0.1,2.466,-6.15027055721781
0.04,2.15,0.1,2.469,-6.13434030861745
0.04,2.15,0.1,2.472,-6.11765347093479
0.04,2.15,0.1,2.475,-6.10023447204214
0.04,2.15,0.1,2.478,-6.0821078817556
0.04,2.15,0.1,2.481,-6.06329835792872
0.04,2.15,0.1,2.484,-6.04383059468563
0.04,2.15,0.1,2.487,-6.02372927291102
0.04,2.15,0.1,2.49,-6.00301901309351
0.04,2.15,0.1,2.493,-5.9817243305983
0.04,2.15,0.1,2.496,-5.95986959342541
0.04,2.15,0.1,2.499,-5.93747898249148
0.04,2.15,0.1,2.502,-5.91457645445565
0.04,2.15,0.1,2.505,-5.89118570709361
0.04,2.15,0.1,2.508,-5.86733014720923
0.04,2.15,0.1,2.511,-5.84303286105933
0.04,2.15,0.1,2.514,-5.81831658725463
0.04,2.15,0.1,2.517,-5.79320369208913
0.04,2.15,0.1,2.52,-5.76771614723999
0.04,2.15,0.1,2.523,-5.74187550977156
0.04,2.15,0.1,2.526,-5.71570290436986
0.04,2.15,0.1,2.529,-5.68921900772751
0.04,2.15,0.1,2.532,-5.66244403499397
0.04,2.15,0.1,2.535,-5.63539772820193
0.04,2.15,0.1,2.538,-5.6080993465776
0.04,2.15,0.1,2.541,-5.58056765864033
0.04,2.15,0.1,2.544,-5.55282093599565
0.04,2.15,0.1,2.547,-5.52487694872524
0.04,2.15,0.1,2.55,-5.49675296227738
0.04,2.15,0.1,2.553,-5.46846573576197
0.04,2.15,0.1,2.556,-5.44003152155557
0.04,2.15,0.1,2.559,-5.41146606612359
0.04,2.15,0.1,2.562,-5.38278461196867
0.04,2.15,0.1,2.565,-5.35400190061695
0.04,2.15,0.1,2.568,-5.32513217655666
0.04,2.15,0.1,2.571,-5.29618919204617
0.04,2.15,0.1,2.574,-5.2671862127123
0.04,2.15,0.1,2.577,-5.23813602386253
0.04,2.15,0.1,2.58,-5.20905093743856
0.04,2.15,0.1,2.583,-5.17994279954203
0.04,2.15,0.1,2.586,-5.15082299846668
0.04,2.15,0.1,2.589,-5.12170247317512
0.04,2.15,0.1,2.592,-5.09259172216151
0.04,2.15,0.1,2.595,-5.06350081264523
0.04,2.15,0.1,2.598,-5.03443939004415
0.04,2.15,0.1,2.601,-5.00541668767924
0.04,2.15,0.1,2.604,-4.97644153666563
0.04,2.15,0.1,2.607,-4.94752237594872
0.04,2.15,0.1,2.61,-4.91866726244657
0.04,2.15,0.1,2.613,-4.889883881263
0.04,2.15,0.1,2.616,-4.86117955593892
0.04,2.15,0.1,2.619,-4.83256125871157
0.04,2.15,0.1,2.622,-4.80403562075442
0.04,2.15,0.1,2.625,-4.77560894237287
0.04,2.15,0.1,2.628,-4.74728720313293
0.04,2.15,0.1,2.631,-4.71907607190274
0.04,2.15,0.1,2.634,-4.69098091678833
0.04,2.15,0.1,2.637,-4.66300681494756
0.04,2.15,0.1,2.64,-4.63515856226743
0.04,2.15,0.1,2.643,-4.60744068289216
0.04,2.15,0.1,2.646,-4.57985743859069
0.04,2.15,0.1,2.649,-4.5524128379539
0.04,2.15,0.1,2.652,-4.52511064541328
0.04,2.15,0.1,2.655,-4.49795439007388
0.04,2.15,0.1,2.658,-4.47094737435562
0.04,2.15,0.1,2.661,-4.4440926824384
0.04,2.15,0.1,2.664,-4.41739318850689
0.04,2.15,0.1,2.667,-4.39085156479238
0.04,2.15,0.1,2.67,-4.3644702894095
0.04,2.15,0.1,2.673,-4.33825165398664
0.04,2.15,0.1,2.676,-4.3121977710894
0.04,2.15,0.1,2.679,-4.28631058143723
0.04,2.15,0.1,2.682,-4.26059186091375
0.04,2.15,0.1,2.685,-4.23504322737197
0.04,2.15,0.1,2.688,-4.2096661472361
0.04,2.15,0.1,2.691,-4.18446194190166
0.04,2.15,0.1,2.694,-4.15943179393655
0.04,2.15,0.1,2.697,-4.13457675308563
0.04,2.15,0.1,2.7,-4.10989774208176
0.04,2.15,0.1,2.703,-4.08539556226651
0.04,2.15,0.1,2.706,-4.06107089902406
0.04,2.15,0.1,2.709,-4.03692432703173
0.04,2.15,0.1,2.712,-4.01295631533093
0.04,2.15,0.1,2.715,-3.98916723222253
0.04,2.15,0.1,2.718,-3.96555734999043
0.04,2.15,0.1,2.721,-3.9421268494574
0.04,2.15,0.1,2.724,-3.91887582437755
0.04,2.15,0.1,2.727,-3.89580428566917
0.04,2.15,0.1,2.73,-3.87291216549242
0.04,2.15,0.1,2.733,-3.85019932117599
0.04,2.15,0.1,2.736,-3.82766553899679
0.04,2.15,0.1,2.739,-3.80531053781697
0.04,2.15,0.1,2.742,-3.78313397258232
0.04,2.15,0.1,2.745,-3.76113543768627
0.04,2.15,0.1,2.748,-3.73931447020332
0.04,2.15,0.1,2.751,-3.71767055299624
0.04,2.15,0.1,2.754,-3.69620311770068
0.04,2.15,0.1,2.757,-3.67491154759128
0.04,2.15,0.1,2.76,-3.65379518033305
0.04,2.15,0.1,2.763,-3.63285331062169
0.04,2.15,0.1,2.766,-3.6120851927167
0.04,2.15,0.1,2.769,-3.59149004287077
0.04,2.15,0.1,2.772,-3.57106704165891
0.04,2.15,0.1,2.775,-3.55081533621096
0.04,2.15,0.1,2.778,-3.53073404235061
0.04,2.15,0.1,2.781,-3.51082224664442
0.04,2.15,0.1,2.784,-3.49107900836385
0.04,2.15,0.1,2.787,-3.47150336136348
0.04,2.15,0.1,2.79,-3.45209431587851
0.04,2.15,0.1,2.793,-3.43285086024432
0.04,2.15,0.1,2.796,-3.41377196254112
0.04,2.15,0.1,2.799,-3.39485657216628
0.04,2.15,0.1,2.802,-3.37610362133719
0.04,2.15,0.1,2.805,-3.3575120265271
0.04,2.15,0.1,2.808,-3.33908068983663
0.04,2.15,0.1,2.811,-3.32080850030324
0.04,2.15,0.1,2.814,-3.30269433515113
0.04,2.15,0.1,2.817,-3.28473706098376
0.04,2.15,0.1,2.82,-3.26693553492142
0.04,2.15,0.1,2.823,-3.24928860568561
0.04,2.15,0.1,2.826,-3.23179511463274
0.04,2.15,0.1,2.829,-3.21445389673883
0.04,2.15,0.1,2.832,-3.19726378153728
0.04,2.15,0.1,2.835,-3.18022359401153
0.04,2.15,0.1,2.838,-3.16333215544445
0.04,2.15,0.1,2.841,-3.14658828422613
0.04,2.15,0.1,2.844,-3.12999079662183
0.04,2.15,0.1,2.847,-3.11353850750164
0.04,2.15,0.1,2.85,-3.09723023103343
0.04,2.15,0.1,2.853,-3.08106478134054
0.04,2.15,0.1,2.856,-3.0650409731258
0.04,2.15,0.1,2.859,-3.04915762226307
0.04,2.15,0.1,2.862,-3.03341354635781
0.04,2.15,0.1,2.865,-3.01780756527788
0.04,2.15,0.1,2.868,-3.00233850165587
0.04,2.15,0.1,2.871,-2.98700518136401
0.04,2.15,0.1,2.874,-2.97180643396311
0.04,2.15,0.1,2.877,-2.95674109312629
0.04,2.15,0.1,2.88,-2.94180799703879
0.04,2.15,0.1,2.883,-2.92700598877484
0.04,2.15,0.1,2.886,-2.91233391665247
0.04,2.15,0.1,2.889,-2.89779063456742
0.04,2.15,0.1,2.892,-2.88337500230679
0.04,2.15,0.1,2.895,-2.86908588584354
0.04,2.15,0.1,2.898,-2.85492215761256
0.04,2.15,0.1,2.901,-2.8408826967691
0.04,2.15,0.1,2.904,-2.82696638943045
0.04,2.15,0.1,2.907,-2.81317212890145
0.04,2.15,0.1,2.91,-2.79949881588472
0.04,2.15,0.1,2.913,-2.78594535867615
0.04,2.15,0.1,2.916,-2.77251067334643
0.04,2.15,0.1,2.919,-2.7591936839091
0.04,2.15,0.1,2.922,-2.74599332247589
0.04,2.15,0.1,2.925,-2.7329085293999
0.04,2.15,0.1,2.928,-2.71993825340703
0.04,2.15,0.1,2.931,-2.70708145171635
0.04,2.15,0.1,2.934,-2.69433709014998
0.04,2.15,0.1,2.937,-2.68170414323272
0.04,2.15,0.1,2.94,-2.66918159428215
0.04,2.15,0.1,2.943,-2.65676843548953
0.04,2.15,0.1,2.946,-2.64446366799203
0.04,2.15,0.1,2.949,-2.63226630193653
0.04,2.15,0.1,2.952,-2.62017535653561
0.04,2.15,0.1,2.955,-2.60818986011594
0.04,2.15,0.1,2.958,-2.59630885015955
0.04,2.15,0.1,2.961,-2.58453137333826
0.04,2.15,0.1,2.964,-2.57285648554163
0.04,2.15,0.1,2.967,-2.56128325189877
0.04,2.15,0.1,2.97,-2.54981074679431
0.04,2.15,0.1,2.973,-2.5384380538788
0.04,2.15,0.1,2.976,-2.52716426607387
0.04,2.15,0.1,2.979,-2.51598848557238
0.04,2.15,0.1,2.982,-2.50490982383385
0.04,2.15,0.1,2.985,-2.49392740157538
0.04,2.15,0.1,2.988,-2.48304034875835
0.04,2.15,0.1,2.991,-2.47224780457111
0.04,2.15,0.1,2.994,-2.46154891740786
0.04,2.15,0.1,2.997,-2.4509428448439
0.04,2.15,0.1,3,-2.44042875360754
0.05,2.15,0.1,1.5,-0.288351889135446
0.05,2.15,0.1,1.503,-0.290957619911047
0.05,2.15,0.1,1.506,-0.293594434883114
0.05,2.15,0.1,1.509,-0.296262734119132
0.05,2.15,0.1,1.512,-0.298962923706517
0.05,2.15,0.1,1.515,-0.30169541584575
0.05,2.15,0.1,1.518,-0.304460628944972
0.05,2.15,0.1,1.521,-0.307258987716127
0.05,2.15,0.1,1.524,-0.310090923272622
0.05,2.15,0.1,1.527,-0.312956873228552
0.05,2.15,0.1,1.53,-0.315857281799496
0.05,2.15,0.1,1.533,-0.318792599904923
0.05,2.15,0.1,1.536,-0.32176328527221
0.05,2.15,0.1,1.539,-0.324769802542314
0.05,2.15,0.1,1.542,-0.327812623377089
0.05,2.15,0.1,1.545,-0.330892226568321
0.05,2.15,0.1,1.548,-0.334009098148429
0.05,2.15,0.1,1.551,-0.337163731502941
0.05,2.15,0.1,1.554,-0.340356627484685
0.05,2.15,0.1,1.557,-0.343588294529772
0.05,2.15,0.1,1.56,-0.34685924877538
0.05,2.15,0.1,1.563,-0.350170014179328
0.05,2.15,0.1,1.566,-0.353521122641514
0.05,2.15,0.1,1.569,-0.356913114127217
0.05,2.15,0.1,1.572,-0.360346536792247
0.05,2.15,0.1,1.575,-0.363821947110037
0.05,2.15,0.1,1.578,-0.367339910000638
0.05,2.15,0.1,1.581,-0.370900998961665
0.05,2.15,0.1,1.584,-0.374505796201208
0.05,2.15,0.1,1.587,-0.378154892772725
0.05,2.15,0.1,1.59,-0.381848888711966
0.05,2.15,0.1,1.593,-0.385588393175892
0.05,2.15,0.1,1.596,-0.389374024583658
0.05,2.15,0.1,1.599,-0.39320641075967
0.05,2.15,0.1,1.602,-0.397086189078705
0.05,2.15,0.1,1.605,-0.401014006613168
0.05,2.15,0.1,1.608,-0.404990520282437
0.05,2.15,0.1,1.611,-0.409016397004374
0.05,2.15,0.1,1.614,-0.413092313848978
0.05,2.15,0.1,1.617,-0.41721895819422
0.05,2.15,0.1,1.62,-0.421397027884061
0.05,2.15,0.1,1.623,-0.425627231388681
0.05,2.15,0.1,1.626,-0.429910287966918
0.05,2.15,0.1,1.629,-0.434246927830948
0.05,2.15,0.1,1.632,-0.438637892313199
0.05,2.15,0.1,1.635,-0.443083934035528
0.05,2.15,0.1,1.638,-0.44758581708067
0.05,2.15,0.1,1.641,-0.452144317165937
0.05,2.15,0.1,1.644,-0.456760221819236
0.05,2.15,0.1,1.647,-0.461434330557355
0.05,2.15,0.1,1.65,-0.466167455066542
0.05,2.15,0.1,1.653,-0.470960419385405
0.05,2.15,0.1,1.656,-0.475814060090097
0.05,2.15,0.1,1.659,-0.480729226481806
0.05,2.15,0.1,1.662,-0.48570678077656
0.05,2.15,0.1,1.665,-0.490747598297327
0.05,2.15,0.1,1.668,-0.495852567668403
0.05,2.15,0.1,1.671,-0.501022591012102
0.05,2.15,0.1,1.674,-0.50625858414773
0.05,2.15,0.1,1.677,-0.511561476792806
0.05,2.15,0.1,1.68,-0.516932212766571
0.05,2.15,0.1,1.683,-0.522371750195721
0.05,2.15,0.1,1.686,-0.527881061722362
0.05,2.15,0.1,1.689,-0.533461134714183
0.05,2.15,0.1,1.692,-0.539112971476775
0.05,2.15,0.1,1.695,-0.544837589468147
0.05,2.15,0.1,1.698,-0.550636021515309
0.05,2.15,0.1,1.701,-0.556509316032984
0.05,2.15,0.1,1.704,-0.562458537244346
0.05,2.15,0.1,1.707,-0.568484765403762
0.05,2.15,0.1,1.71,-0.574589097021509
0.05,2.15,0.1,1.713,-0.580772645090385
0.05,2.15,0.1,1.716,-0.587036539314194
0.05,2.15,0.1,1.719,-0.593381926338
0.05,2.15,0.1,1.722,-0.599809969980159
0.05,2.15,0.1,1.725,-0.606321851465974
0.05,2.15,0.1,1.728,-0.612918769662945
0.05,2.15,0.1,1.731,-0.619601941317556
0.05,2.15,0.1,1.734,-0.626372601293462
0.05,2.15,0.1,1.737,-0.633232002811011
0.05,2.15,0.1,1.74,-0.640181417687994
0.05,2.15,0.1,1.743,-0.647222136581556
0.05,2.15,0.1,1.746,-0.654355469231064
0.05,2.15,0.1,1.749,-0.661582744701916
0.05,2.15,0.1,1.752,-0.668905311630101
0.05,2.15,0.1,1.755,-0.676324538467392
0.05,2.15,0.1,1.758,-0.683841813727015
0.05,2.15,0.1,1.761,-0.691458546229666
0.05,2.15,0.1,1.764,-0.699176165349697
0.05,2.15,0.1,1.767,-0.706996121261274
0.05,2.15,0.1,1.77,-0.714919885184395
0.05,2.15,0.1,1.773,-0.722948949630485
0.05,2.15,0.1,1.776,-0.731084828647443
0.05,2.15,0.1,1.779,-0.739329058063869
0.05,2.15,0.1,1.782,-0.747683195732279
0.05,2.15,0.1,1.785,-0.756148821771046
0.05,2.15,0.1,1.788,-0.764727538804829
0.05,2.15,0.1,1.791,-0.773420972203208
0.05,2.15,0.1,1.794,-0.782230770317257
0.05,2.15,0.1,1.797,-0.79115860471376
0.05,2.15,0.1,1.8,-0.800206170406745
0.05,2.15,0.1,1.803,-0.809375186086014
0.05,2.15,0.1,1.806,-0.818667394342343
0.05,2.15,0.1,1.809,-0.828084561888956
0.05,2.15,0.1,1.812,-0.837628479778938
0.05,2.15,0.1,1.815,-0.847300963618137
0.05,2.15,0.1,1.818,-0.857103853773192
0.05,2.15,0.1,1.821,-0.867039015574204
0.05,2.15,0.1,1.824,-0.877108339511621
0.05,2.15,0.1,1.827,-0.887313741426835
0.05,2.15,0.1,1.83,-0.897657162696014
0.05,2.15,0.1,1.833,-0.908140570406607
0.05,2.15,0.1,1.836,-0.918765957526
0.05,2.15,0.1,1.839,-0.929535343061747
